year,city,tmin,tmax,rh,sh,sr,ep,ws,rf
01/03/2008,Enugu,23.1,35,68,6.5,16.1,6.4,5.6,111.6
01/04/2008,Enugu,23,32.7,81,6.3,15.2,3.3,5.6,261.3
01/05/2008,Enugu,22.8,31.6,80,7.1,14.4,2.8,4.3,376.1
01/06/2008,Enugu,22.8,29.4,82,5.4,13.3,0,5.2,344.9
01/07/2008,Enugu,23,29,81,5.3,12.9,0,6.5,226.8
01/08/2008,Enugu,22.9,29.2,85,4.8,12.9,2,5.6,235
01/09/2008,Enugu,22.8,29.8,85,4.3,15.3,2.4,5.4,392.3
01/10/2008,Enugu,21.9,31.4,82,5.2,14.6,2.3,4.7,242.2
01/11/2008,Enugu,21.7,33,80,6.8,14,2.8,3.9,68.1
01/12/2008,Enugu,20.3,33.4,62,7.1,14.5,5.1,5,4.1
01/01/2009,Enugu,21,33,43,7.5,13.9,8.2,7.2,0
01/02/2009,Enugu,24.5,36.9,57,6.6,15.4,8.1,5.9,6.1
01/03/2009,Enugu,24.9,36.4,59,5.7,16.6,8.7,6.4,25.8
01/04/2009,Enugu,26,35,75,6.2,14.7,4.9,6.9,161.1
01/05/2009,Enugu,25,33,79,7,15.3,3.2,5.8,188.7
01/06/2009,Enugu,23,32,83,5.1,14.1,2.6,5.2,285.9
01/07/2009,Enugu,23.1,30.3,81,3.5,12.5,2.4,6.4,259.2
01/08/2009,Enugu,23.2,29.6,81,4.6,11.3,2.6,0.7,96.2
01/09/2009,Enugu,23,30,85,4.4,13.1,2.3,5.7,256.6
01/10/2009,Enugu,23,31,83,5.5,14.7,2.5,4.6,217.4
01/11/2009,Enugu,23.5,33.9,78,6.4,16.7,3.9,3.8,0
01/12/2009,Enugu,20.9,33.5,59,6.2,15,6.1,5.3,0
01/01/2010,Enugu,22.2,33.9,64,7.2,13.9,6.4,5.9,0
01/02/2010,Enugu,24.9,34.6,72,6.4,17.2,5.3,6,15.7
01/03/2010,Enugu,21.6,35,73,5.9,15.6,6.1,8,30
01/04/2010,Enugu,24.3,33.6,74,6.1,14.6,4.6,6.4,103.6
01/05/2010,Enugu,23,32,82,6.9,16,3.1,5.8,223.5
01/06/2010,Enugu,23,31,82,5.3,12.7,2.7,5.2,316.8
01/07/2010,Enugu,22.5,30.1,86,3.7,11.6,2.4,5.9,206.4
01/08/2010,Enugu,22.7,30.1,83,3.9,11.6,2.5,6,101.2
01/09/2010,Enugu,22.3,30,84,4.5,13.6,2.3,5.1,195.1
01/10/2010,Enugu,22.4,30.3,83,6,14.6,2.3,4.6,291.6
01/11/2010,Enugu,23,32.9,78,6.8,16.2,3.3,3.7,24.3
01/12/2010,Enugu,19.1,33.3,58,5.3,15.8,6.7,5.7,0
01/01/2011,Enugu,22.6,34.3,65,7.1,15.1,6.6,5.6,32.4
01/02/2011,Enugu,21.4,34.3,43,6.5,14.8,10.5,6.8,0
01/03/2011,Enugu,23.4,36,62,6.4,13.5,8.7,6.6,32.3
01/04/2011,Enugu,24,34,75,6.8,15.1,5.2,7.4,202
01/05/2011,Enugu,23.8,32.6,80,6.5,15.2,3.3,5.7,357.5
01/06/2011,Enugu,22.5,31.1,83,4.5,12.7,2.5,5.4,206.1
01/07/2011,Enugu,22.8,30.1,84,3,12.3,2.2,6,289.5
01/08/2011,Enugu,21.9,29.3,86,4.3,11.9,2,6.1,331.8
01/09/2011,Enugu,22.9,30.4,84,4.3,12.5,2.3,5.6,339.7
01/10/2011,Enugu,22.7,31,83,5.9,15.2,2.4,4.5,226.5
01/11/2011,Enugu,23.4,33.4,74,7.1,17,3.6,4.3,0.25
01/12/2011,Enugu,19.8,33.3,52,5.5,16.4,7.1,6.3,0
01/01/2012,Enugu,19.4,34.2,50,7.4,14.6,8.5,5.9,0
01/02/2012,Enugu,21.8,35.5,49,6.3,17.1,10.2,6.6,28
01/03/2012,Enugu,24.6,34.6,73,6.5,14.5,5.6,6.7,72.5
01/04/2012,Enugu,23.9,33.3,77,7,14.5,4,6.5,305.5
01/05/2012,Enugu,23,32,81,6.5,14.9,2.9,5.7,273.8
01/06/2012,Enugu,23,31,80,5.3,13.6,2.6,5.5,188.8
01/07/2012,Enugu,21.9,29.8,83,3,12.8,2.4,5.8,152
01/08/2012,Enugu,21.7,28.8,85,2.9,12,2.1,6.3,130.6
01/09/2012,Enugu,22.6,30,85,4.3,14.5,2.2,5.5,407.9
01/10/2012,Enugu,22.3,31.4,81,5.6,15.9,2.8,4.4,118.1
01/11/2012,Enugu,22.1,34.1,73,7.4,15.6,4.5,4,0.25
01/12/2012,Enugu,20.2,34.6,67,8,15.7,6.1,4.8,0
01/01/2013,Enugu,18.3,33.8,36,5.6,15.5,11,7.2,0
01/02/2013,Enugu,21.2,35.7,59,6.7,17.3,8.3,6.3,46.5
01/03/2013,Enugu,22.6,35,74,4.8,16.1,5.8,7,10.4
01/04/2013,Enugu,22.9,33.3,77,5.3,15.4,4.2,6.8,159.1
01/05/2013,Enugu,22.7,32.8,79,6.3,16.1,3.3,5.7,219.7
01/06/2013,Enugu,22.1,31.1,84,5.3,14.7,2.5,5.5,296.4
01/07/2013,Enugu,21.9,30.5,85,4.6,12,2.2,5.3,263.3
01/08/2013,Enugu,22.2,29.7,84,3.6,11.3,2.1,5.7,121.9
01/09/2013,Enugu,21.4,30,81,4.9,13.7,2.2,5.2,270.9
01/10/2013,Enugu,21.9,30.8,84,5.6,15.3,2.1,4,332.5
01/11/2013,Enugu,20.1,33,76,7.2,17.8,3.6,4,1.5
01/12/2013,Enugu,21.6,34.1,48,7.1,16.7,7.5,6,0
01/01/2014,Enugu,20,34.6,61,4.4,15.5,6.5,5,0.25
01/02/2014,Enugu,18.9,36.1,69,6.8,16.2,7.2,3,0
01/03/2014,Enugu,23.3,36,68,4.9,16.5,7.1,5,2.9
01/04/2014,Enugu,23.3,34.4,73,6.4,16.1,5.3,4,74.6
01/05/2014,Enugu,23.3,33.3,76,5.8,14.7,4,3,234.3
01/06/2014,Enugu,22.2,30.4,84,5.4,15.1,2.4,3,286.9
01/07/2014,Enugu,22.2,30.4,82,2.7,13.9,2.4,3,400.4
01/08/2014,Enugu,21.6,30.5,82,3.9,12.7,2.4,5.1,290.2
01/09/2014,Enugu,21.6,30.4,84,4.3,13.4,2.1,3,334.4
01/10/2014,Enugu,21.6,32.1,80,5.2,14.5,2.7,3,227.4
01/11/2014,Enugu,20.5,33.4,75,6.8,16.4,3.5,2,39.8
01/12/2014,Enugu,16.7,33.5,54,7.1,17,6.8,3,0
01/01/2015,Enugu,16.7,36,51,4.9,15.4,7.4,3,6.4
01/02/2015,Enugu,22.2,37,55,6,16.6,9,4,4.8
01/03/2015,Enugu,23.3,34,60,4.8,17.6,8.6,4,186.8
01/04/2015,Enugu,23.3,32,74,5.2,15.5,4.5,3,305.5
01/05/2015,Enugu,22.8,32.9,80,6.2,15.4,2.9,3,222.3
01/06/2015,Enugu,22.2,31.2,81,5.1,14.2,2.7,3,284.7
01/07/2015,Enugu,22.2,30.4,81,5.3,12.3,2.4,3,174.1
01/08/2015,Enugu,22.2,29.9,84,4.3,12.4,2.2,4,272.3
01/09/2015,Enugu,22.2,30.2,85,4.7,14.3,2.3,3,258
01/10/2015,Enugu,21.6,32.4,81,5.5,14.3,2.7,2,22.1
01/11/2015,Enugu,22.2,33.3,76,6.4,17.6,4,2,33.1
01/12/2015,Enugu,21.1,33.6,70,6.2,16.7,5.6,2,0
01/01/2016,Enugu,20,32.8,42,6.3,16.6,9.3,2,0.25
01/02/2016,Enugu,23.3,35.1,67,7.6,16.2,6.9,4,26.9
01/03/2016,Enugu,22.8,34.7,72,6.3,16.6,6.2,3,20.8
01/04/2016,Enugu,23.9,32.9,71,5.8,15.4,5.6,4,115.6
01/05/2016,Enugu,22.8,32.1,79,5.9,15.7,3.3,3,170
01/06/2016,Enugu,22.2,30.4,84,4.8,15.5,2.7,3,258.3
01/07/2016,Enugu,22.2,29.3,87,3.1,12.7,2.1,3,277.6
01/08/2016,Enugu,22.2,29.2,81,4.7,11.9,2.5,2,292
01/09/2016,Enugu,22.2,29,84,3.7,13.6,2.2,3,283.6
01/10/2016,Enugu,22.2,30.7,81,5.8,16.7,2.6,3,228.5
01/11/2016,Enugu,20.5,32.1,77,8.1,17.6,3.9,3,24.1
01/12/2016,Enugu,21.1,32.8,70,8.1,16.8,4.8,2,19.1
01/01/2017,Enugu,20,36.6,75,7.6,15,4.9,3,43.9
01/02/2017,Enugu,22.2,33.9,76,6.5,18,5.2,4,4.6
01/03/2017,Enugu,23.9,35.5,70,6.1,15.7,5.8,5,78.9
01/04/2017,Enugu,22.8,33.3,75,6.8,14.2,5.1,4,138.4
01/05/2017,Enugu,22.8,32.2,83,6.6,15,2.6,4,375
01/06/2017,Enugu,22.2,30,83,4.5,16.4,2.5,4,369.2
01/07/2017,Enugu,21.6,28.9,84,4.1,13,2.3,5,402.5
01/08/2017,Enugu,22.2,29.4,82,3.3,11.7,2.5,3,188.3
01/09/2017,Enugu,21.6,29.4,88,3.8,12.8,2,3,261.8
01/10/2017,Enugu,21.6,30.5,85,4.9,15.2,2.4,3,233.7
01/11/2017,Enugu,20.5,33.3,65,6.6,15.7,5.2,3,0
01/12/2017,Enugu,22.2,33.3,48,7.1,16.7,7.6,0,0
01/01/2018,Enugu,21.6,33.9,63,7.4,16.1,6.7,2,0
01/02/2018,Enugu,21.6,34.4,53,6.4,15.7,8.6,3,9.4
01/03/2018,Enugu,23.3,32.7,64,5.5,16.5,7.7,4,70
01/04/2018,Enugu,23.3,32.7,73,6.1,14.8,4.7,3,93.9
01/05/2018,Enugu,22.8,31.6,78,5.9,14.4,3.6,2,288.4
01/06/2018,Enugu,22.2,30,81,6.3,12.5,2.7,2,306.4
01/07/2018,Enugu,22.2,29.4,82,4.1,13.2,2.4,3,329
01/08/2018,Enugu,22.2,28.9,73,3.8,11.5,4.5,3,261.9
01/09/2018,Enugu,22.2,29.4,80,4.3,13.3,2.4,2,286.1
01/10/2018,Enugu,22.2,30.5,80,5.8,15.7,2.6,3,265.8
01/11/2018,Enugu,21.1,31.6,71,7.5,15.9,4.4,3,0.25
01/12/2018,Enugu,19.4,32.7,57,7.2,14.5,7.7,3,0
01/01/2019,Enugu,20,33.3,50,5.4,11.4,9,3,1.2
01/02/2019,Enugu,21.1,33.9,58,7.3,12.6,9.2,4,0
01/03/2019,Enugu,23.9,33.9,76,6.8,13.8,4.8,4,56.7
01/04/2019,Enugu,23.9,32.7,76,6.7,12.4,4,3,191.6
01/05/2019,Enugu,22.8,31.6,78,5.7,12.3,3.5,3,281.2
01/06/2019,Enugu,22.8,31.1,81,3.5,12.1,2.8,3,250.6
01/07/2019,Enugu,22.8,30,81,4.2,7.7,2.8,3,221.3
01/08/2019,Enugu,22.8,30,81,3.5,8.3,3.3,3,338.4
01/09/2019,Enugu,22.2,31.1,80,4.8,11.4,2.9,3,300.2
01/10/2019,Enugu,21.6,31.6,81,6.4,10.1,2.4,3,97.2
01/11/2019,Enugu,22.2,32.7,77,6.5,11.7,2.8,2,11.2
01/12/2019,Enugu,18.3,33.9,77,7.1,12.1,3.9,3,43.4
01/01/2020,Enugu,17.8,33.3,60,6.3,10.8,5.3,5,0.25
01/02/2020,Enugu,22.2,36.1,62,7.2,13.5,5.5,6,0.25
01/03/2020,Enugu,23.3,35,70,6.8,13.3,6,7,11.1
01/04/2020,Enugu,23.6,32.7,75,6.2,12.8,4,3,112.4
01/05/2020,Enugu,23.1,31.6,79,6.1,12.7,3.4,4,0.25
01/06/2020,Enugu,22.1,29.4,81,6.1,12.3,3,3,206
01/07/2020,Enugu,22,29.4,74,3.1,8.7,2.6,3,281.1
01/08/2020,Enugu,21.8,29.4,83,3,8.9,2.4,3.2,193.6
01/09/2020,Enugu,21.8,30.5,81,3.9,11.3,2.5,3,204.7
01/10/2020,Enugu,21.6,31.6,74,6.1,12.7,2.8,3,393.3
01/11/2020,Enugu,20.2,32.7,72,7.2,14.2,5.2,3,32.1
01/12/2020,Enugu,16.1,33.3,75,7.3,12,4.7,4,0
01/01/2021,Enugu,23.1,32.7,77,7.5,12.4,7,6,0.5
01/02/2021,Enugu,24.1,33.3,71,7.4,13.1,9,6,75.9
01/03/2021,Enugu,24.6,34.4,70,6.6,12.9,6.7,7,64.3
01/04/2021,Enugu,24.3,33.3,74,6.2,11.3,4.1,7,28.7
01/05/2021,Enugu,23.6,31.6,76,5.8,11.9,3.2,6,199
01/06/2021,Enugu,23.1,31.1,79,5.1,10.7,2.9,3,237.1
01/07/2021,Enugu,22.7,29.4,85,4.3,8.2,3.3,5,364.8
01/08/2021,Enugu,22.9,28.9,84,3.4,8.7,4.6,3.1,305.4
01/09/2021,Enugu,22.3,30.5,81,3.3,9.6,2.8,3,208.4
01/10/2021,Enugu,22,31.1,78,5.5,10.8,2.7,5,165.8
01/11/2021,Enugu,21,32.7,73,7.1,13.1,4.1,3,46.9
01/12/2021,Enugu,18,33.3,60,7.7,12.6,5,3,0
01/01/1991,Ikeja,23.9,32.5,88,5.6,11.5,2.5,6,56.4
01/02/1991,Ikeja,24.4,32.4,84,5.9,13.2,3.1,6,93.6
01/03/1991,Ikeja,24.6,32.6,84,6,13.7,3.3,6,61.6
01/04/1991,Ikeja,24.8,32.9,77,6.2,13.6,3.8,7,50
01/05/1991,Ikeja,23.9,30,85,5.9,10.4,2.2,6,227.3
01/06/1991,Ikeja,23.7,28.6,88,4.2,9.3,1.3,6.3,291
01/07/1991,Ikeja,22.6,27.9,87,2.9,8.2,1.4,6.2,64.8
01/08/1991,Ikeja,22.5,27.5,90,2.6,7.3,1.2,6.6,291.7
01/09/1991,Ikeja,22.7,29.2,88,3.3,8.3,1.2,5,316.3
01/10/1991,Ikeja,23.3,30.3,85,5.3,9,1.8,3.6,92
01/11/1991,Ikeja,23.1,31.3,85,5.5,8.9,1.8,3.3,137
01/12/1991,Ikeja,22.4,31.1,84,5.7,9.7,2.9,4,3.8
01/01/1992,Ikeja,22.9,32.2,85,4.7,10.1,2.9,4,0.25
01/02/1992,Ikeja,23.8,33.3,82,5.5,11.6,3.8,4,22.4
01/03/1992,Ikeja,24.5,33.1,81,5.4,12.2,3.4,4,106
01/04/1992,Ikeja,22.6,33.4,80,7,14,3.4,4.6,103.3
01/05/1992,Ikeja,21.7,30.9,84,4.8,10,2.2,4,209
01/06/1992,Ikeja,21.9,30.5,86,4.5,9.7,1.6,5,425.1
01/07/1992,Ikeja,21.6,28.4,86,3,8.8,1.5,6.1,48.7
01/08/1992,Ikeja,22.7,29.1,86,2.6,7.1,1.6,6.2,77.4
01/09/1992,Ikeja,22.6,29.9,86,4.2,10.6,1.6,6,319.3
01/10/1992,Ikeja,22.7,29.8,83,5.5,11.2,2,3.9,117.8
01/11/1992,Ikeja,22.2,31.7,79,5.1,11.7,2.8,4.2,25
01/12/1992,Ikeja,23.1,33.3,86,6.2,9.8,2.3,5,16.7
01/01/1993,Ikeja,23,33.3,75,6.1,11.1,4.4,5,18.9
01/02/1993,Ikeja,22.9,34.2,76,5.6,12.2,4.4,6,45.7
01/03/1993,Ikeja,24.5,33.1,78,5.6,12.5,4.2,5,16.6
01/04/1993,Ikeja,23.6,33,77,6,12.7,3.9,4,97.4
01/05/1993,Ikeja,23.8,31.2,83,5,10.7,2.3,5,100.4
01/06/1993,Ikeja,22.5,27.9,89,2.5,7.4,1.2,6,379.3
01/07/1993,Ikeja,21.6,27.8,89,2.5,7.2,1.4,6,148.6
01/08/1993,Ikeja,21.7,25.5,84,2.4,7.5,2,6,4.4
01/09/1993,Ikeja,22.5,28.9,84,3.2,9.3,2.1,5,29.2
01/10/1993,Ikeja,22.7,29.9,84,4.3,9.3,1.6,4,124.1
01/11/1993,Ikeja,22.6,31.1,84,5.7,10.9,2,4,63.4
01/12/1993,Ikeja,23.3,32.2,84,5.4,9.5,2.3,4.4,6.4
01/01/1994,Ikeja,19.9,33.1,41,1.3,11.1,3.9,4,0
01/02/1994,Ikeja,23.6,33.9,75,5.5,12.5,5,5,0
01/03/1994,Ikeja,25.5,33.1,79,4.3,12.8,4.8,5,48.3
01/04/1994,Ikeja,24.6,33.8,78,6.3,13,3.8,5,57.9
01/05/1994,Ikeja,24.2,30.9,83,6.3,12.4,2.6,3,222.6
01/06/1994,Ikeja,22.6,29.2,87,3.3,8.3,1.5,3,324.8
01/07/1994,Ikeja,21.7,28.2,86,3.9,9.3,2.1,3,50.7
01/08/1994,Ikeja,21.6,27.8,86,1.5,6.8,1.9,4,19.8
01/09/1994,Ikeja,22.5,29.1,87,2.8,8.6,1.8,4,77.2
01/10/1994,Ikeja,23.8,31,81,5.7,12.1,2.5,3,37.3
01/11/1994,Ikeja,23.9,32.2,82,7,11.2,2.6,3.7,32.7
01/12/1994,Ikeja,23.4,31.1,84,6.1,10.2,2.5,3.5,23.4
01/01/1995,Ikeja,23.3,33.3,77,3.4,10.8,4.3,5,0.25
01/02/1995,Ikeja,23.9,34.2,76,4.3,12,5.7,3,0.25
01/03/1995,Ikeja,24.4,32.1,81,5.4,12.2,4.2,3,17
01/04/1995,Ikeja,23.8,31,83,6.1,13.1,4.2,5,87.3
01/05/1995,Ikeja,22.9,30,85,5.3,12.2,2.9,3,174.3
01/06/1995,Ikeja,22.2,29.2,85,4.4,11.3,2.1,3,243.1
01/07/1995,Ikeja,21.8,28.9,85,5,9.3,1.9,3,129.9
01/08/1995,Ikeja,21.9,28.7,84,4,10.1,1.9,3,143.7
01/09/1995,Ikeja,22.5,29.9,84,5.9,9.7,1.8,2,399.6
01/10/1995,Ikeja,22.1,30.8,85,4.3,8.2,1.8,2,116.5
01/11/1995,Ikeja,23.3,31.2,80,6.5,13.3,2.3,2,61.9
01/12/1995,Ikeja,22.2,31,84,6.2,11.8,3.4,2,2.2
01/01/1996,Ikeja,23,32.2,83,5,12.2,3.3,2,4.6
01/02/1996,Ikeja,23.9,34.4,82,4.1,12.8,4.3,3,40
01/03/1996,Ikeja,24.8,33.1,79,4.1,13.4,4.2,4,64.3
01/04/1996,Ikeja,22.6,31.2,84,5.8,14.2,3.9,4,188.2
01/05/1996,Ikeja,22.7,28.9,86,3.7,13.2,3,3,288.2
01/06/1996,Ikeja,22.5,29.2,85,4,10.4,2,3,134.1
01/07/1996,Ikeja,22.2,29.4,88,3,11.1,2.5,5,116.2
01/08/1996,Ikeja,22.7,27.9,86,3.7,9.7,2.2,4,110.9
01/09/1996,Ikeja,19.9,29.8,84,5.5,11.5,2.2,3,152.6
01/10/1996,Ikeja,22.3,31.9,85,6.4,12.6,2.1,3,105
01/11/1996,Ikeja,23.7,31.8,74,4.4,12.5,2.5,2,110.9
01/12/1996,Ikeja,21.1,31,79,6.6,11.9,3.8,2,0.25
01/01/1997,Ikeja,23.1,32.2,81,5,12.5,3.6,2,21.2
01/02/1997,Ikeja,23.9,34.1,82,6.5,14.3,4,3,30.4
01/03/1997,Ikeja,23.7,31.9,80,5.6,14.4,3.8,3,95.6
01/04/1997,Ikeja,24.9,32.8,80,6.3,15.3,4.1,3,144.2
01/05/1997,Ikeja,23.3,32.2,80,6.5,13.5,3.2,3,210.2
01/06/1997,Ikeja,22.5,30.3,84,2.5,12.1,2.5,2,172.3
01/07/1997,Ikeja,22.2,27.9,88,3.8,8.5,2.3,3,54.3
01/08/1997,Ikeja,21.6,28.7,81,3.4,10.7,3,3,3.9
01/09/1997,Ikeja,21.7,28.2,86,5.1,12.5,3.6,3,84.2
01/10/1997,Ikeja,21.9,30,85,7,9.9,2.5,3,202.1
01/11/1997,Ikeja,22.6,31.1,86,5.2,13.1,2.4,3,52.5
01/12/1997,Ikeja,22.2,32.4,73,6.4,12.8,4.7,2,0
01/01/1998,Ikeja,23.9,33.2,85,5.6,12.2,3.5,2.8,0.25
01/02/1998,Ikeja,24.8,33.1,82,7.6,14.3,4,3,35.8
01/03/1998,Ikeja,24.5,33.3,79,6.1,14.3,4.1,3,78.7
01/04/1998,Ikeja,25.6,33.9,77,6.2,15,4.3,3,71.7
01/05/1998,Ikeja,23.7,31.6,79,6.7,13.9,4.1,3,139.1
01/06/1998,Ikeja,23.3,30,86,5.3,11.2,2.5,3,327.3
01/07/1998,Ikeja,22.9,29.8,87,4.4,10.1,2,3,109.2
01/08/1998,Ikeja,22.7,27.8,89,2.8,9.1,1.5,3,419.1
01/09/1998,Ikeja,22.8,28.9,87,3.4,10.1,1.6,3.3,362.1
01/10/1998,Ikeja,23.7,31,86,5.2,12.3,1.9,3,84.3
01/11/1998,Ikeja,24.5,33.2,82,7.1,13.5,1.9,3.1,48.5
01/12/1998,Ikeja,23.1,33.3,80,6.6,12,3.5,3.1,0
01/01/1999,Ikeja,23.8,33,74,2.7,10.2,4.3,3.2,3.1
01/02/1999,Ikeja,24.6,34.2,78,6.7,12.3,4.3,4.5,58
01/03/1999,Ikeja,24.7,33.3,81,3.5,11.7,3.6,3,64.5
01/04/1999,Ikeja,24.6,33.2,76,5.6,11.8,3.8,6.5,170.9
01/05/1999,Ikeja,23.8,30.2,79,6.7,12,2.7,5.5,108.9
01/06/1999,Ikeja,23.3,28.9,86,3.9,10.7,1.8,3,487.4
01/07/1999,Ikeja,22.2,27.9,88,3.6,9.5,1.9,5,481.7
01/08/1999,Ikeja,22.8,28.7,85,3.1,9.9,2.6,5.1,129.9
01/09/1999,Ikeja,22.9,28.9,87,2.9,10.4,1.8,5.2,183.4
01/10/1999,Ikeja,23.3,31.1,83,5.8,13,2.2,4,132.1
01/11/1999,Ikeja,22.6,33.1,83,6.6,13.1,2.3,2.7,32.2
01/12/1999,Ikeja,22.2,31.3,79,6.5,10.2,2.8,2.8,87.7
01/01/2000,Ikeja,19.9,32.2,64,5.4,13.2,4.8,3,0
01/02/2000,Ikeja,22.8,32.1,62,7.4,13.9,6,4,0
01/03/2000,Ikeja,23.7,30.9,78,3.5,13.9,3.8,6,132.1
01/04/2000,Ikeja,23.9,30.4,79,5.5,15.1,3,5,102.7
01/05/2000,Ikeja,23.7,28.9,81,6.6,12,2.7,5,229.8
01/06/2000,Ikeja,24.4,28.8,84,4.9,11,2.6,5,186.9
01/07/2000,Ikeja,23.2,28.7,86,3.9,10.7,2.1,5,325.5
01/08/2000,Ikeja,22.6,29.9,89,2.9,8.9,2.1,5,107.2
01/09/2000,Ikeja,22.8,33.2,85,3.2,10.5,2.2,4,67.2
01/10/2000,Ikeja,23.3,32.6,87,5.1,12.8,1.9,3,216.5
01/11/2000,Ikeja,22.2,32.5,83,6.7,13.2,2.7,3,1.2
01/12/2000,Ikeja,23.7,32.2,83,6.6,12.1,3.2,3.4,0
01/01/2001,Ikeja,23.9,32.1,85,6,23,3.3,3.8,0
01/02/2001,Ikeja,23.7,34.2,72,3.7,13.4,5,4.2,6.5
01/03/2001,Ikeja,24.6,33.3,77,5.4,14.7,5,4.8,5.8
01/04/2001,Ikeja,23.9,32,81,7,14.5,4,4.2,183
01/05/2001,Ikeja,24.7,31.2,84,6.8,12.6,2.7,2.9,119.7
01/06/2001,Ikeja,23.6,29.8,86,4.7,10.8,2.4,3,219.2
01/07/2001,Ikeja,23.3,27.9,89,3.8,7.9,1.7,3.6,567
01/08/2001,Ikeja,22.4,27.8,85,2.7,9.6,2.4,4.1,16.8
01/09/2001,Ikeja,21.9,28.9,87,2.9,10.3,1.9,3.2,182.1
01/10/2001,Ikeja,22.6,29.6,83,5,12.6,2.1,2.7,180.6
01/11/2001,Ikeja,23.5,30.9,83,6.5,12.4,2.2,2.2,54.7
01/12/2001,Ikeja,23.3,31,85,7,11.2,2.4,2.3,71.7
01/01/2002,Ikeja,23.7,32.3,84,5.4,11.3,3,2.4,31.9
01/02/2002,Ikeja,25.2,33.4,81,4.1,14.1,4.1,3.5,6.3
01/03/2002,Ikeja,25.2,34,81,5.5,13.3,3.9,3.8,92.9
01/04/2002,Ikeja,24.1,31.6,81,6.8,13.9,3.1,3.6,236.6
01/05/2002,Ikeja,23,31,85,5.4,12.3,2.5,2.3,201.4
01/06/2002,Ikeja,23.9,30.3,87,5,11.6,2.3,2.6,208.3
01/07/2002,Ikeja,23.3,28.3,88,3.1,9.1,2.2,3.9,498.2
01/08/2002,Ikeja,23,28,85,2.8,9.3,2.4,4,54.3
01/09/2002,Ikeja,23.1,29.2,87,3.5,11,2.2,2.7,184.9
01/10/2002,Ikeja,22.6,29.8,83,4.8,11.6,2.2,2.8,96.6
01/11/2002,Ikeja,23.9,31.6,77,6.3,14,2.6,1.9,33
01/12/2002,Ikeja,22.9,31.8,82,4.5,11.4,2.6,1.6,32.8
01/01/2003,Ikeja,21.4,32.3,61,3.2,12.7,5.3,2.2,0
01/02/2003,Ikeja,24.4,33.2,78,5.5,14.5,4.8,3.4,0.25
01/03/2003,Ikeja,26,33.7,76,4,12.3,4.9,4.6,8.6
01/04/2003,Ikeja,25,33,78,6.2,13.7,4.6,4.2,93
01/05/2003,Ikeja,24.5,31.3,83,6,12.4,3,2.5,353.8
01/06/2003,Ikeja,23.1,29,87,4.8,10.7,2.3,3.1,231.3
01/07/2003,Ikeja,23.1,27.5,88,1.9,7.3,1.7,4.2,156.4
01/08/2003,Ikeja,22.6,27.9,85,2.2,8.1,2.1,4.2,16.4
01/09/2003,Ikeja,23.7,28.2,87,2.9,8.9,1.6,3.7,22.9
01/10/2003,Ikeja,23.5,30.7,83,9.2,11.5,2.1,3.4,157.2
01/11/2003,Ikeja,22.7,31.3,77,5.9,11.4,2.8,2.7,86.2
01/12/2003,Ikeja,23.6,32.8,82,6.6,12.5,3.2,3.5,5.5
01/01/2004,Ikeja,21.8,33.3,57,5.5,12.7,3.7,4.6,0.25
01/02/2004,Ikeja,24.4,33.3,81,5.7,14.2,3.8,3.6,45.7
01/03/2004,Ikeja,24.2,33,75,5.3,14.5,4.3,4.5,138.9
01/04/2004,Ikeja,24.2,30.6,79,6.5,14.3,3.5,4.3,134.5
01/05/2004,Ikeja,23.9,31.5,82,6.5,13,2.9,4,219.4
01/06/2004,Ikeja,23.3,30,85,3.8,10.2,2,3.9,224.2
01/07/2004,Ikeja,23,28,77,3.3,9.2,2.2,4.7,183.8
01/08/2004,Ikeja,23,28.6,85,2.8,9.8,2.3,5.4,55.2
01/09/2004,Ikeja,22.8,31,86,3.9,10.2,2.6,3.5,248.5
01/10/2004,Ikeja,23,31.1,83,5.5,11.2,2.3,3.9,139.7
01/11/2004,Ikeja,23.6,31.7,81,7.1,12.3,2.4,2.6,209
01/12/2004,Ikeja,23.5,32.5,80,4.6,11.4,2.8,3.5,46.7
01/01/2005,Ikeja,23.1,32,77,4.8,11.6,3.5,4.2,21.3
01/02/2005,Ikeja,24.5,33.5,77,4.8,12.5,4.1,5.3,9.1
01/03/2005,Ikeja,24.6,33.2,77,6,14.1,3.9,6.3,89.1
01/04/2005,Ikeja,25.1,32.8,80,5.1,12.9,3.5,5.9,62
01/05/2005,Ikeja,23.3,31.5,83,5.3,12,2.6,4.3,195.1
01/06/2005,Ikeja,23,29.8,86,3.6,10.5,2.1,5.2,306.2
01/07/2005,Ikeja,22.8,29,87,2.4,7.9,2.4,4.2,75.7
01/08/2005,Ikeja,22.8,28.6,85,4,9.5,2.6,5.4,61.4
01/09/2005,Ikeja,23.1,29.4,84,3.4,6.8,2,5.8,72.1
01/10/2005,Ikeja,22.3,30,84,4.3,8.3,1.9,4,161.2
01/11/2005,Ikeja,22.8,32.3,79,6.1,12.2,2.6,3.6,66.4
01/12/2005,Ikeja,21.3,32.9,65,6.2,11.6,4.7,3.8,85
01/01/2006,Ikeja,23.1,33.2,75,6.1,16.7,3.7,4.5,0
01/02/2006,Ikeja,24.1,33.5,81,6.1,16.3,3.6,5.5,46.3
01/03/2006,Ikeja,22.3,32.6,81,6.1,20,2.9,5.7,155.8
